FileName,Pattern,RGB,Shiftx,Shifty,Pnx,Pny,Ledx,Ledy
D:\維智\cognex\Decap_2-2_Y-Shift\A123456789_V31 decap all mark_#0005_CCD3_w_5120_h_5120_2024-08-28 12-32-17 977.JPG,1,B,-3.73352756446945,2.74581233949162,415.660908369995,917.864767807325,411.927380805527,915.118955467835
D:\維智\cognex\Decap_2-2_Y-Shift\A123456789_V31 decap all mark_#0005_CCD3_w_5120_h_5120_2024-08-28 12-32-17 977.JPG,1,G,-4.27562586451683,0.133616074782367,416.108049015062,1005.44640461211,411.832423150545,1005.31278853733
D:\維智\cognex\Decap_2-2_Y-Shift\A123456789_V31 decap all mark_#0005_CCD3_w_5120_h_5120_2024-08-28 12-32-17 977.JPG,1,R,-8.99497457920928,-0.228151409166912,416.384540933667,1093.53609564107,407.389566354457,1093.76424705024
D:\維智\cognex\Decap_2-2_Y-Shift\A123456789_V31 decap all mark_#0005_CCD3_w_5120_h_5120_2024-08-28 12-32-17 977.JPG,2,B,-7.0766551166414,0.92350143386318,1040.79927459528,914.260319560825,1033.72261947864,913.33681812696
D:\維智\cognex\Decap_2-2_Y-Shift\A123456789_V31 decap all mark_#0005_CCD3_w_5120_h_5120_2024-08-28 12-32-17 977.JPG,2,G,-8.7307399280046,-1.27325081815104,1041.47638512469,1001.61582171161,1032.74564519669,1002.88907252976
D:\維智\cognex\Decap_2-2_Y-Shift\A123456789_V31 decap all mark_#0005_CCD3_w_5120_h_5120_2024-08-28 12-32-17 977.JPG,2,R,-9.64537613459198,2.24370461560966,1042.04281065584,1089.23774712312,1032.39743452125,1086.99404250751
D:\維智\cognex\Decap_2-2_Y-Shift\A123456789_V31 decap all mark_#0005_CCD3_w_5120_h_5120_2024-08-28 12-32-17 977.JPG,3,B,-8.9369476362824,12.1537258598536,411.388190550785,293.538660318995,402.451242914502,281.38493445914
D:\維智\cognex\Decap_2-2_Y-Shift\A123456789_V31 decap all mark_#0005_CCD3_w_5120_h_5120_2024-08-28 12-32-17 977.JPG,3,G,-9.04388988185365,1.88922111917509,411.988027308755,380.236326382332,402.9441374269,378.347105263158
D:\維智\cognex\Decap_2-2_Y-Shift\A123456789_V31 decap all mark_#0005_CCD3_w_5120_h_5120_2024-08-28 12-32-17 977.JPG,3,R,-13.4735512103314,1.16698560897294,412.149443838125,468.05945285788,398.675892627793,466.892467248908
D:\維智\cognex\Decap_2-2_Y-Shift\A123456789_V31 decap all mark_#0005_CCD3_w_5120_h_5120_2024-08-28 12-32-17 977.JPG,4,B,-10.6770147497646,13.0694879237415,1036.58463005781,288.396041955375,1025.90761530804,275.326554031632
D:\維智\cognex\Decap_2-2_Y-Shift\A123456789_V31 decap all mark_#0005_CCD3_w_5120_h_5120_2024-08-28 12-32-17 977.JPG,4,G,-13.3049498530845,7.663192297001,1037.02110732949,376.794056954505,1023.7161574764,369.130864657505
D:\維智\cognex\Decap_2-2_Y-Shift\A123456789_V31 decap all mark_#0005_CCD3_w_5120_h_5120_2024-08-28 12-32-17 977.JPG,4,R,-12.3215648743308,5.59910404024015,1037.59043840448,464.522687352725,1025.26887353015,458.923583312485
D:\維智\cognex\Decap_2-2_Y-Shift\A123456789_V31 decap all mark_#0006_CCD3_w_5120_h_5120_2024-08-28 12-32-19 059.JPG,1,B,-3.89809644377952,1.50325461078228,416.611617174227,917.700122073742,412.713520730447,916.19686746296
D:\維智\cognex\Decap_2-2_Y-Shift\A123456789_V31 decap all mark_#0006_CCD3_w_5120_h_5120_2024-08-28 12-32-19 059.JPG,1,G,-6.32039903321112,-0.237044160538289,417.272629427962,1005.15373793281,410.95223039475,1005.39078209334
D:\維智\cognex\Decap_2-2_Y-Shift\A123456789_V31 decap all mark_#0006_CCD3_w_5120_h_5120_2024-08-28 12-32-19 059.JPG,1,R,-8.04661587488608,3.27142693123232,417.720351042445,1092.39209129425,409.673735167557,1089.12066436302
D:\維智\cognex\Decap_2-2_Y-Shift\A123456789_V31 decap all mark_#0006_CCD3_w_5120_h_5120_2024-08-28 12-32-19 059.JPG,2,B,-999,-999,-999,-999,-999,-999
D:\維智\cognex\Decap_2-2_Y-Shift\A123456789_V31 decap all mark_#0006_CCD3_w_5120_h_5120_2024-08-28 12-32-19 059.JPG,2,G,-12.3205753389775,-1.53371940173827,1042.75501382832,1000.60410310855,1030.43443848934,1002.13782251028
D:\維智\cognex\Decap_2-2_Y-Shift\A123456789_V31 decap all mark_#0006_CCD3_w_5120_h_5120_2024-08-28 12-32-19 059.JPG,2,R,-13.4043841722623,0.713720158146087,1042.97534726734,1088.08457006897,1029.57096309508,1087.37084991082
D:\維智\cognex\Decap_2-2_Y-Shift\A123456789_V31 decap all mark_#0006_CCD3_w_5120_h_5120_2024-08-28 12-32-19 059.JPG,3,B,-8.17132216094955,6.50621728112895,412.491837248172,292.99280969037,404.320515087222,286.48659240924
D:\維智\cognex\Decap_2-2_Y-Shift\A123456789_V31 decap all mark_#0006_CCD3_w_5120_h_5120_2024-08-28 12-32-19 059.JPG,3,G,-7.9303151356271,-1.3141118241204,413.112063423895,380.259739284155,405.181748288267,381.573851108275
D:\維智\cognex\Decap_2-2_Y-Shift\A123456789_V31 decap all mark_#0006_CCD3_w_5120_h_5120_2024-08-28 12-32-19 059.JPG,3,R,-7.55581052909748,1.43824152376664,413.565284856725,467.71022163346,406.009474327628,466.271980109695
D:\維智\cognex\Decap_2-2_Y-Shift\A123456789_V31 decap all mark_#0006_CCD3_w_5120_h_5120_2024-08-28 12-32-19 059.JPG,4,B,-9.3002853642579,13.1047311663957,1037.34199215933,288.44031169074,1028.04170679508,275.335580524345
D:\維智\cognex\Decap_2-2_Y-Shift\A123456789_V31 decap all mark_#0006_CCD3_w_5120_h_5120_2024-08-28 12-32-19 059.JPG,4,G,-6.5408046770824,2.13612067373572,1038.22448945419,376.053563049622,1031.6836847771,373.917442375888
D:\維智\cognex\Decap_2-2_Y-Shift\A123456789_V31 decap all mark_#0006_CCD3_w_5120_h_5120_2024-08-28 12-32-19 059.JPG,4,R,-6.699378295845,2.60826868090617,1038.3251708527,463.636369990347,1031.62579255686,461.028101309442
D:\維智\cognex\Decap_2-2_Y-Shift\A123456789_V31 decap all mark_#0007_CCD3_w_5120_h_5120_2024-08-28 12-32-20 119.JPG,1,B,-11.8396791749971,1.66484356920398,418.430440593115,917.33660423032,406.590761418117,915.671760661115
D:\維智\cognex\Decap_2-2_Y-Shift\A123456789_V31 decap all mark_#0007_CCD3_w_5120_h_5120_2024-08-28 12-32-20 119.JPG,1,G,-12.1984882359111,-0.368012107105528,419.044077302563,1004.74470624894,406.845589066653,1005.11271835604
D:\維智\cognex\Decap_2-2_Y-Shift\A123456789_V31 decap all mark_#0007_CCD3_w_5120_h_5120_2024-08-28 12-32-20 119.JPG,1,R,-13.7919851451133,5.42376817677678,419.399889025563,1093.05891515421,405.60790388045,1087.63514697743
D:\維智\cognex\Decap_2-2_Y-Shift\A123456789_V31 decap all mark_#0007_CCD3_w_5120_h_5120_2024-08-28 12-32-20 119.JPG,2,B,-13.3494946584995,4.90951468474805,1043.7695104862,913.299411339207,1030.42001582769,908.38989665446
D:\維智\cognex\Decap_2-2_Y-Shift\A123456789_V31 decap all mark_#0007_CCD3_w_5120_h_5120_2024-08-28 12-32-20 119.JPG,2,G,-13.5631871208889,2.19133462718969,1044.11220632071,1001.10157129552,1030.54901919982,998.910236668332
D:\維智\cognex\Decap_2-2_Y-Shift\A123456789_V31 decap all mark_#0007_CCD3_w_5120_h_5120_2024-08-28 12-32-20 119.JPG,2,R,-11.6183355988819,2.64701815724082,1045.01712707095,1088.78903156174,1033.39879147207,1086.1420134045
D:\維智\cognex\Decap_2-2_Y-Shift\A123456789_V31 decap all mark_#0007_CCD3_w_5120_h_5120_2024-08-28 12-32-20 119.JPG,3,B,-8.43085740140332,13.5949332401612,414.205087773008,292.299523728933,405.774230371605,278.704590488773
D:\維智\cognex\Decap_2-2_Y-Shift\A123456789_V31 decap all mark_#0007_CCD3_w_5120_h_5120_2024-08-28 12-32-20 119.JPG,3,G,-12.7253602946036,3.19133186076625,414.854924982755,379.71114115824,402.129564688153,376.519809297472
D:\維智\cognex\Decap_2-2_Y-Shift\A123456789_V31 decap all mark_#0007_CCD3_w_5120_h_5120_2024-08-28 12-32-20 119.JPG,3,R,-9.49874676870855,4.2242760603421,415.432807663793,467.541575522312,405.934060895085,463.31729946197
D:\維智\cognex\Decap_2-2_Y-Shift\A123456789_V31 decap all mark_#0007_CCD3_w_5120_h_5120_2024-08-28 12-32-20 119.JPG,4,B,-11.6858698471465,5.95554721590815,1039.47308419164,288.422083583572,1027.78721434449,282.466536367665
D:\維智\cognex\Decap_2-2_Y-Shift\A123456789_V31 decap all mark_#0007_CCD3_w_5120_h_5120_2024-08-28 12-32-20 119.JPG,4,G,-13.838838385077,2.27443354955352,1040.16392365913,376.090770881945,1026.32508527405,373.816337332392
D:\維智\cognex\Decap_2-2_Y-Shift\A123456789_V31 decap all mark_#0007_CCD3_w_5120_h_5120_2024-08-28 12-32-20 119.JPG,4,R,-14.2066184201463,2.90737936763042,1040.38264014386,463.35070915555,1026.17602172371,460.44332978792
D:\維智\cognex\Decap_2-2_Y-Shift\A123456789_V31 decap all mark_#0008_CCD3_w_5120_h_5120_2024-08-28 12-32-21 155.JPG,1,B,-8.71693425547495,1.55814181651238,419.419310150607,917.518801483948,410.702375895132,915.960659667435
D:\維智\cognex\Decap_2-2_Y-Shift\A123456789_V31 decap all mark_#0008_CCD3_w_5120_h_5120_2024-08-28 12-32-21 155.JPG,1,G,-11.0275540310998,0.570109297055865,420.02511746824,1004.99248530628,408.99756343714,1004.42237600923
D:\維智\cognex\Decap_2-2_Y-Shift\A123456789_V31 decap all mark_#0008_CCD3_w_5120_h_5120_2024-08-28 12-32-21 155.JPG,1,R,-12.5475723439015,-0.396395845056985,420.369455460785,1092.51034116793,407.821883116882,1092.90673701299
D:\維智\cognex\Decap_2-2_Y-Shift\A123456789_V31 decap all mark_#0008_CCD3_w_5120_h_5120_2024-08-28 12-32-21 155.JPG,2,B,-6.41625762162925,1.85179498960315,1044.57425967576,913.280111809323,1038.15800205413,911.42831681972
D:\維智\cognex\Decap_2-2_Y-Shift\A123456789_V31 decap all mark_#0008_CCD3_w_5120_h_5120_2024-08-28 12-32-21 155.JPG,2,G,-8.43265239701872,0.47260207274428,1045.09027133249,1000.62496606238,1036.65761893547,1000.15236398964
D:\維智\cognex\Decap_2-2_Y-Shift\A123456789_V31 decap all mark_#0008_CCD3_w_5120_h_5120_2024-08-28 12-32-21 155.JPG,2,R,-12.6987323929088,1.82786179997447,1045.82309948152,1088.34192825567,1033.12436708861,1086.5140664557
D:\維智\cognex\Decap_2-2_Y-Shift\A123456789_V31 decap all mark_#0008_CCD3_w_5120_h_5120_2024-08-28 12-32-21 155.JPG,3,B,-12.3961945288347,7.13088169158585,415.215298026027,292.4068562182,402.819103497192,285.275974526615
D:\維智\cognex\Decap_2-2_Y-Shift\A123456789_V31 decap all mark_#0008_CCD3_w_5120_h_5120_2024-08-28 12-32-21 155.JPG,3,G,-13.1895372293204,3.8811917474901,415.850801975305,380.167597284273,402.661264745985,376.286405536783
D:\維智\cognex\Decap_2-2_Y-Shift\A123456789_V31 decap all mark_#0008_CCD3_w_5120_h_5120_2024-08-28 12-32-21 155.JPG,3,R,-13.8112010465124,4.67517620551017,416.52516187526,467.575184298745,402.713960828747,462.900008093235
D:\維智\cognex\Decap_2-2_Y-Shift\A123456789_V31 decap all mark_#0008_CCD3_w_5120_h_5120_2024-08-28 12-32-21 155.JPG,4,B,-11.2246436114999,8.45176080019922,1040.3563130638,288.430097133447,1029.1316694523,279.978336333248
D:\維智\cognex\Decap_2-2_Y-Shift\A123456789_V31 decap all mark_#0008_CCD3_w_5120_h_5120_2024-08-28 12-32-21 155.JPG,4,G,-13.5261983476012,6.89711440364658,1040.98664708417,375.82956430199,1027.46044873657,368.932449898345
D:\維智\cognex\Decap_2-2_Y-Shift\A123456789_V31 decap all mark_#0008_CCD3_w_5120_h_5120_2024-08-28 12-32-21 155.JPG,4,R,-11.6269020708298,4.5477454748123,1041.55275651791,463.421673292178,1029.92585444708,458.873927817365
D:\維智\cognex\Decap_2-2_Y-Shift\A123456789_V31 decap all mark_#0010_CCD3_w_5120_h_5120_2024-08-28 12-32-23 305.JPG,1,B,-8.43648992554512,2.97955197453767,420.52891056745,917.624413501265,412.092420641905,914.644861526727
D:\維智\cognex\Decap_2-2_Y-Shift\A123456789_V31 decap all mark_#0010_CCD3_w_5120_h_5120_2024-08-28 12-32-23 305.JPG,1,G,-10.196700172841,-3.66850906958575,420.71883987122,1005.13950487757,410.522139698377,1008.80801394716
D:\維智\cognex\Decap_2-2_Y-Shift\A123456789_V31 decap all mark_#0010_CCD3_w_5120_h_5120_2024-08-28 12-32-23 305.JPG,1,R,-10.2105164801188,-0.687813747638985,421.652129566353,1092.85033867294,411.441613086233,1093.53815242057
D:\維智\cognex\Decap_2-2_Y-Shift\A123456789_V31 decap all mark_#0010_CCD3_w_5120_h_5120_2024-08-28 12-32-23 305.JPG,2,B,-8.72911052187282,3.80629754053745,1045.81051112867,913.50533919991,1037.0814006068,909.699041659372
D:\維智\cognex\Decap_2-2_Y-Shift\A123456789_V31 decap all mark_#0010_CCD3_w_5120_h_5120_2024-08-28 12-32-23 305.JPG,2,G,-14.4610450791081,-0.549718248717113,1046.41896184265,1000.87218944717,1031.95791676354,1001.42190769589
D:\維智\cognex\Decap_2-2_Y-Shift\A123456789_V31 decap all mark_#0010_CCD3_w_5120_h_5120_2024-08-28 12-32-23 305.JPG,2,R,-14.6832912357427,1.96894597519759,1046.86446160222,1088.67036131737,1032.18117036648,1086.70141534218
